Product,SKU,Supplier Code,Brand,Supplier,Category,Tag,Closing Inventory,Revenue,Inventory Cost
Madden NYCTank Top_Su,10002658,,Madden NYC,,,,1,0,0
MaddenGirl/SilverBag,10003599,,Madden Girl,,,,1,0,0
Madewell Black Buttondown Cardigan / Size L,10005864,,Madewell,,,,1,0,0
Madewell Blue Skirt Size 0,10007880,,,,,,0,19,0
Madewell Bluejeans Size L,10003517,,Madewell,,,,1,0,0
Madewell Brown Loafer Size 7 1/2,10003355,,Madewell,,,,0,29.99,0
Madewell Green Bodysuit Size S,10007630,,,,,,1,0,0
Madewell Jean Skirt / Size 26,10006990,,Madewell,,,,1,0,0
Madewell Long Sleeve Black / Size S,10003789,,Madewell,,,,1,0,0
Madewell Pink WindbreakerSize M,10007482,,,,,,1,0,0
Madewell Striped Dress/Size 6,10005822,,Madewell,,,,0,34.99,0
Madewell Tank Top Light Green/Size S,10005222,,Madwell,,,,1,0,0
Madewell Yellow Dress Size 6,10007227,,,,,,0,22.99,0
Madewell/ Jeans/ Grey/ Size 0,10005037,,Madewell,,,,1,0,0
Madewell/ Sknny Jeans/ Size 0,10005035,,Madewell,,,,1,0,0
Madewell/DenimTop/SizeXS,10006028,,Madewell,,,,1,0,0
Madewell/PinkPant/Size8,10003587,,Madewell,,,,1,0,0
Madewell/WhiteDress/Size12,10004941,,Madewell,,,,1,0,0
MadewellButton Down_Fr,10003015,,Madewell,,,,1,0,0
MadewellJeans,10000429,,Madewell,,,,1,0,0
MadewellJeans_Vi,10001414,,Madewell,,,,1,0,0
Madison & Berk Beige Velvet Crop Top / Size S,10007925,,Madison & Berkeley,,,,1,0,0
Madison Red Pattern SS Top / Size L,10008179,,Madison,,,,1,0,6
Madison/ Knit Cover/ Red/ Size L,10005431,,Madison,,,,0,25.99,0
Madwell Skinny Jean/Size 4,10003827,,Madwell,,,,0,37.99,0
Madwell Straight Leg Jean/Size 4,10003828,,Madwell,,,,1,0,0
Madwell/WhiCroptop/SizeM,10006933,,Madewell,,,,1,0,0
Maeve Apple Tee / Size Small,10008195,,Maeve,,,,0,26.38064,0
Maeve Brown Orange Stitch LS Dress / Size S,10005128,,Maeve,,,,1,0,0
Maeve/ Sheer Floral Top/ Multicolor/ Size XS,10005155,,Maeve,,,,1,0,0
Maeve/PinkPatternDress/SizeXL,10005410,,Maeve,,,,0,32.99,0
Magenta Fur-Lined Coat/Size S,10003715,,unknown,,,,1,0,0
Maggie Lawrence Black/Grey Vest S,10007549,,,,,,0,23,0
Maggy London Blue & White SS Dress / Size 2,10007464,,Maggy London,,,,0,24.99,0
Maggy London Dress Pink Size 6,10006618,,,,,,0,37.99,0
Maggy London Green SL Dress / Size 10,10006702,,Maggy London,,,,0,23.99,0
Main Strip Black Skirt Size M,10007546,,,,,,1,0,0
MainEvents/BrownSliponShoe/Size7,10008305,,Main Events,,,,1,0,0
Maison Jules Red Sweater w Hearts / Size S,10005505,,maison jules,,,,1,0,0
Maison Yellow & White Blouse / Size S,10005595,,Maison d' Amelie,,,,0,24.99,0
Maison d Amelie Floral Satin Pants M,10008505,,,,,,1,0,8.3
Majora Purple Strapless Jumpsuit / Size M,10005529,,Majora,,,,0,32.99,0
Majorelle Black & Floral Sheer LS Crop Top / Size XL,10005130,,Majorelle,,,,1,0,0
Man Nat Teal Embroidered Longsleeve Dress/ Size M,10003873,,Man Nat,,,,1,0,0
Maner/OmbreSequinSkirt/SizeS,10007391,,Maner,,,,1,0,0
Mangosteen Black TN Tshirt / Size XL,10008775,,Mangosteen,,,,1,0,3.75
Maniere De Voir WhtSatin Bustier/  L,10003928,,Maniere De Voir,,,,0,48.99,0
Maniju/WhiteDress/SizeS,10006928,,Maniju,,,,1,0,0
Manolo Blahnik Black Studded Heels/Size 9,10007059,,Manolo Blahnik,,,,0,55.99,0
MantanaW/Wrislet,10007403,,Mantana West,,,,1,0,0
Marc Andrews Burgundy LS Top M,10008726,,,,,,1,0,4.5
Marc NY Burgundy Pleather Skirt / Size L,10003823,,Marc New York,,,,1,0,0
Marc New York Green Vest Jacket M,10008415,,,,,,1,0,11.25
Marciano Pink Blazer Size 4,10007245,,,,,,1,0,0
Mardini Black Leather Vest / Size L,10007209,,Mardini,,,,1,0,0
Margo Paige Clear Purse,10007089,,Margo Paige,,,,0,15.99,0
Margo Paige Fringe Crossbody,10004065,,Marco Paige,,,,0,15.99,0
Margon Italy Top Size L,10007655,,,,,,1,0,0
Maria Bonita Dress / Size M,10004646,,Maria Bonita,,,,1,0,0
Maria Pinto Purple Bustier M,10008642,,,,,,1,0,19
Marie Oliver Ppl Patterned Blouse/ Size M,10003687,,Marie Oliver,,,,1,0,0
Mariella B Sheer Longsleeve Duo / Size S,10004537,,Mariella Burani,,,,0,24.99,0
Marilyn Monroe Pink Camisole L,10008240,,,,,,1,0,6
Marilyn MonroeTank Top_Gr,10002630,,Marilyn Monroe,,,,1,0,0
Marilyn Pink & Black 2 Piece Sleepwear Set / Size S,10007834,,Marilyn Monroe,,,,0,29.99,0
MarilynM/FlamingoDress/SizeM,10007752,,Marilyn Monroe,,,,0,21.23676,0
Mariokart Tee Shirt/Size XL,10005242,,Mariokart,,,,0,14.99,0
Markay/PinkBag,10008542,,Markay,,,,1,0,0
Marks & Spencer Beige Top Sleevelesee/Size M,10005207,,Marks & Spencer,,,,0,25.99,0
Marled,10004005,,Marled,,,,1,0,0
MarlowePants_My,10004020,,Marlowe,,,,1,0,0
Maroon Long Sleeve Crop,10004239,,Kimchi Blue,,,,1,0,0
Marques Almeda Black Top,10003306,,Marques Almeda,,,,1,0,0
Marvel Black Tshirt / Size L,10005550,,Marvel,,,,1,0,0
Massini Black Leather Block Jacket / Size L,10004082,,Massini,,,,1,0,0
Matilda Jane Blue Green LS Dress / Size S,10007990,,Matilda Jane,,,,1,0,0
Matilda June White Top M,10007828,,,,,,1,0,41.2
Maurice's Black Sparkly Top S,10007666,,,,,,1,0,12
Maurices American Guitar White Tshirt / Size S,10005201,,Maurices,,,,1,0,0
Maurices Multi-Color Top Size L,10007277,,,,,,1,0,0
Maurices SS Top Pink Size S,10007255,,,,,,1,0,0
Maurices/Floral Embroidered Sweater/Size M,10004281,,Maurices,,,,1,0,0
Maurizio Floral Long Clutch,10004532,,Maurizio Taiuti,,,,0,22.99,0
Mavinelle/BrnPatternSheerDress/SizeM,10007369,,Mavinelle,,,,1,0,0
Max Studio Black Dress / Size S,10004634,,Max Studio,,,,0,23.39767,0
Max Studio Black SS Dress / Size S,10007461,,Max Studio,,,,1,0,0
Max Studio Black Satin Jumpsuit / Size XS,10005497,,Max Studio Specialty Products,,,,1,0,0
Max Studio Black Sequin Lace Top XXL,10008495,,,,,,1,0,4.99
Max Studio Blue & White Lace Cami / Size L,10006703,,Max Studio,,,,0,12.99,0
Max Studio Blue Pattern Dress / Size L,10004627,,Max Studio,,,,0,27.99,0
Max Studio Brown & White Top / Size M,10006451,,Max Studio,,,,1,0,0
Max Studio Dark Blue Floral SL Top / Size S,10005839,,Max Studio,,,,1,0,0
Max Studio Purple Dress S,10008399,,,,,,1,0,8.5
Max Studio Suede Tan Pants/L,10007017,,Max Studio,,,,1,0,0
MaxStudio/BlkDetailedSkirt/SizeXS,10005760,,Max Studio,,,,1,0,0
MaxStudio/FloralruffleDress/SizeM,10006143,,Max Studio,,,,0,25.99,0
MaxXCo/BrwnMetalicSkirt/Size12,10004861,,Max X Co,,,,1,0,0
Maze Collection Black Pants Size M,10007589,,,,,,1,0,0
McDowell VNTAGE Rhnstne Hat,10008084,,Shellie McDowell,,,,1,0,80
MeToo/BlackShoes/Size9,10004388,,Me Too,,,,1,0,0
Meadow Rue Pink SS Top M,10007511,,,,,,1,0,0
Mele e Pere,10006325,,,,,,-1,22.99,0
Mellowday White & Blue Top / Size XL,10006571,,Melloday,,,,0,22.99,0
Melody Gray Intimate Skirt / Size L,10003875,,Melody,,,,1,0,0
MelroseM/TanStripeShorts/SizeM,10008341,,Melrose X Market,,,,0,11.99,0
MelroseXMar/BlackLaceTop/SizeL,10005789,,Melrose X Market,,,,0,18.99,0
Merc Black Floral Pattern Skirt / Size 6,10004966,,Mercantile by JCrew,,,,1,0,0
Merit/BrownBag,10007765,,Merit,,,,0,14.99,0
Merrell/BrownClogShoe/Size11,10004911,,Merrell,,,,1,0,0
Metal Chain Necklace,10006596,,unknown,,,,1,0,0
Metal Scales Belt Buckle with Rhinestones,10006737,,unknown,,,,1,0,0
Metal Scales Belt Floral Buckle,10006638,,unknown,,,,0,36.99,0
Metalpurse,10007316,,,,,,-1,45.99,0
"Metropolitan Multi Color Red, Blk/Size OS",10005579,,Metropolitan,,,,0,14.99,0
Metropolitan Multi Color Top / One Size,10005670,,Metropolitan,,,,1,0,0
Mexx/GrnLeafyTop/SizeS,10006035,,Mexx,,,,0,26.99,0
Mi Ami Burgundy Velvet Dress / Size XL,10004611,,Mi Ami,,,,1,0,0
Miami Burgundy Dress Size XS,10007178,,,,,,0,25.46169,0
Michael Kors Black LS Top / Size M,10005645,,Michael Kors,,,,1,0,0
Michael Kors Black Leather Heel Silver Toe  / Size 9,10004229,,Michael Kors,,,,1,0,0
Michael Kors Black Top S,10007667,,,,,,0,32.99,0
Michael Kors Brown Crossbody Purse,10008257,,,,,,1,0,28
Michael Kors Brown Little Bag w Tassel,10005941,,Michael Kors,,,,0,81.46326,0
Michael Kors Tan Medium Bag w Tassel,10005942,,Michael Kors,,,,1,0,0
MichaelKors/RedWhiStripeTop/SizeL,10006897,,Michael Kors,,,,1,0,0
MichaelStars Thermal/Grey/Size M,10005027,,Michael Stars,,,,1,0,0
MichelleNicole/BrownJewelShirt/SizeS,10006896,,Michelle Nicole,,,,0,19.99,0
MidiDress/Blk/Size 4,10004426,,Ann Taylor,,,,1,0,0
MidiDress/MultiColor/Size XS,10004419,,Intropia,,,,1,0,0
Midnight Doll Floral Top Size L,10007233,,,,,,1,0,0
Midnight Doll Orante/White Floral L,10008799,,,,,,1,0,5
Midnight Sky Blue Blouse L,10008686,,,,,,1,0,4.5
Midnight/Blk&WhiTop/SizeL,10005763,,Midnight,,,,1,0,0
Migsuided Black Dress Sheer Puff Sleeves / Size 4,10005516,,Misguided,,,,1,0,0
Milena Nicole Black SL Top / Size M,10006285,,Milena Nicole,,,,1,0,0
MilkXH/LemonBttnDwnTop/SizeXL,10005470,,Milk X Honey,,,,0,24.99,0
Mimi Chica Green Floral SL Dress / Size XS,10007223,,Mimi Chica,,,,1,0,0
Mina Self Beige Collared Vest Top / Size L,10007651,,Mina Self,,,,0,33.99,0
Mine Pants Black Size M,10003499,,Mine,,,,1,0,0
Mine Tank Top Yellow,10000304,,Mine,,,,1,0,0
Mine/BlkShrTop/SizeM,10008587,,Mine,,,,1,0,8
Mine/Blue&YllwTop/SizeS,10006356,,Mine,,,,1,0,0
Minimalist Tan Collarless Jacket L,10008491,,,,,,1,0,8.5
Mink Pink Multicolor SL Dress / Size S,10006691,,MinkPink,,,,0,39.99,0
Minkpink Pink Sleeveless Top XS,10008648,,,,,,1,0,6.25
Mint Green Lingerie Top / Size M,10006690,,unknown,,,,1,0,0
MintQuarterButton/Size XXS,10004425,,Armani Exchange,,,,0,21.99,0
Misia Blue and White SS w Hoodie / Size 3X,10005874,,Misia,,,,1,0,0
Misia Red Light Hoodie / Size S,10005921,,Misia,,,,1,0,0
Miss CaptainSkirt_Cl,10002006,,Miss Captain,,,,1,0,0
Miss Cocoa Salmon Halter Top Metal / Size M,10005502,,Miss Cocoa,,,,0,18.99,0
Miss Me Yellow Pants M,10008459,,,,,,1,0,5.5
Miss Sixty Green Dress Size M,10007234,,,,,,1,0,0
Miss Sixty Tube Top Black Green Velvet / Size S,10005262,,Miss Sixty,,,,0,25.99,0
MissDorby/BlkWhiPadJacket/Size14,10007762,,Miss Dorby,,,,0,23.99,0
MissMe/JeweledJeanSkirt/Size27,10006910,,Miss Me,,,,1,0,0
MissRita/OrangeDress/SizeS,10008075,,Miss Rita,,,,1,0,0
MissSelfridge/ Velvet Wrap Top/ Pnk/ Size S,10005184,,Miss Selfridge,,,,0,28.99,0
Missguided White Halter Romper Blue Emb / Size 6,10005540,,Missguided,,,,1,25.99,0
Missguided/ Satin Crop/ Blk/ Size 12,10005445,,Missguided,,,,1,0,0
Missoni Black Gold Knit Skirt M/L,10008222,,,,,,1,0,16
Missoni Brown Dress Size M,10008740,,,,,,1,0,10
Mixed Metal Cuff Bracelet,10007347,,unknown,,,,1,0,0
Mixed Metal Necklace,10004215,,,,,,1,0,0
Mlle Gabrielle White Orange Floral Dress / Size 18W,10006708,,Mlle Gabrielle,,,,0,25.99,0
Moa Moa Red Crop Top / Size M,10004816,,Moa Moa,,,,0,14.99,0
Mod Ref White Jacket Size L,10007479,,,,,,1,0,0
Moda Int Burgundy LS Top XS,10007532,,,,,,0,20.99,0
Moda Int. LS Top Size XS,10007573,,,,,,1,0,0
Moda Intl Black Dress XS,10008695,,,,,,1,0,8
Moda Intl Black Halter,10008221,,,,,,0,14,0
Moda Lyle Fringe Purse,10003152,,Moda,,,,0,13.99,0
Moda/PurplaceTop/SizeXS,10006019,,Moda,,,,0,28.99,0
Modern Citizen Brown Cardigan / Size XL,10005876,,Modern Citizen,,,,1,0,0
Molly Bracken Top Blue Size S,10007272,,,,,,1,0,0
Molly G Gray Velvet Crop Top / Size S,10005106,,Molly Green,,,,1,0,0
Molly Green / Pink Mint Sequin Dress NWT / Size L,10003954,,Molly Green,,,,1,0,0
Molly Green Pants Pink Size  S,10003401,,Molly Green,,,,1,0,0
Molly Green Pink/White Shorts S,10008458,,,,,,1,0,12.9
MollyB/MulticolFloralTop/SizeM,10008544,,Molly Bracken,,,,1,0,0
MollyB/WhiteFlwrPoofySkirt/SizeS/M,10006921,,Molly Bracken,,,,1,0,0
Mona Mode Vest Black w Flowers/ Size M,10006262,,Mona Mode,,,,0,32.99,0
Mondessa/RedFlowerlouse/SizeS,10008079,,Mondessa,,,,0,24.99,0
Mondetta Grey Fleece Size M,10007537,,,,,,1,0,0
Monteau Dress Beige Size S,10007228,,,,,,1,0,0
Monteau Dusty Pink Lace Top / Size L,10005668,,Monteau,,,,1,0,0
Monteau Green/Beige Jumpsuit S,10008464,,,,,,0,24.99,0
Monteau LA Pink Slip Dress/Size S,10004267,,Monteau Los Angeles,,,,1,0,0
Monteau Purple SS Top L,10008663,,,,,,1,0,3
Monteau Red SS Tie Front Shirt / Size XL,10004840,,Monteau Los Angeles,,,,1,0,0
Monteau White Lace Shorts Size L,10007613,,,,,,0,24.99,0
Monteau/Blue&WhiCroptop/SizeS,10008289,,Monteau,,,,1,0,0
Monteau/RedpolkadotTop/SizeS,10006885,,Monteau,,,,1,0,0
Monteau/WhilaceTop/SizeM,10008552,,Monteau,,,,1,0,0
Montego Bay Club Espadrille/ Size 8,10007067,,Montego Bay Club,,,,1,0,0
Montego Bay Club Sandals/Size 7,10007078,,,,,,1,0,0
Montego Bay Shoes 7.5,10007897,,,,,,1,0,9.25
Moon Collection Dress Brown Size S,10003463,,Moon Collection,,,,1,0,0
Moon Collection White Skirt / Size S,10005753,,Moon Collection,,,,1,0,0
Moon X Madi Pink Smiley Face Sweater / Size M,10004982,,Moon X Madison,,,,0,25.99,0
Moon X MadisonSweater_Dr,10000074,,Moon X Madison,,,,0,13.993,0
Moonlight Bay Blue/Black Sweater L,10008694,,,,,,1,0,8.5
MorganT/FloralMeshIntDress/SizeP,10007753,,Morgan Taylor Intimates,,,,0,18.99,0
Moschino VINTAGE Rare Blue Yellow Skirt / Size 8,10005710,,Moschino,,,,1,0,0
MoschinoSkirt_Wi,10001470,,Moschino,,,,1,0,0
Mossimo Orange Multicolor Skirt / Size XS,10005699,,Mossimo,,,,0,12.99,0
Motel Pink Tank Top/ Size L,10007032,,Motel,,,,1,0,0
Motel Sunset Pants / Size S,10005872,,Motel,,,,1,0,0
Motel/BlkBrownSwrlPant/ Size S,10004297,,Motel,,,,0,34.99,0
Moth/Amber Knit Sweater/Size S,10004283,,Moth,,,,0,19.99,0
Moth/PnkGreaySweater/SizeM,10006014,,Moth,,,,1,0,0
MotherofPearlRing,10007378,,unknown,,,,0,16.99,0
MotiviJacket_Lo,10002698,,Motivi,,,,0,32.99,0
Motto Orange Pleated Jacket L,10008675,,,,,,1,0,8.25
Moulinette Soeurs Dress 4,10007830,,,,,,1,0,41.5
Moulinette Soeurs Dress Violet Size 6,10007181,,,,,,1,0,0
Mountain Graphic Tshirt / Size S,10004085,,,,,,0,15.99,0
Mountain Hardware Brown Skirt / Size 10,10006492,,Mountain Hardware,,,,0,31.99,0
MountainH Blk Althleisure/Size M,10004114,,Mountain Hardware,,,,1,0,0
Movie Star VINTAGE Pink Nightgown / Size M,10003932,,Movie Star,,,,1,0,0
Mudd Cheetah Brown Skirt / Size 11,10004807,,Mudd,,,,0,23.99,0
Mudd Sheer Blue Pink Tank / Size M,10006472,,Mudd,,,,1,0,0
MulicolStripSweater/SizeM,10008566,,unknown,,,,0,24.99,0
Multi Color Sheer Tie Front Short Sleeve / Size XL,10003815,,,,,,1,0,0
Multi-Color Cardigan/Size M,10004241,,Aldomartins,,,,1,0,0
Multi-Color Halter Top Size M,10007567,,,,,,1,0,0
Multi-Color Ring,10007427,,,,,,1,0,0
Multi-Pattern Maroon Pullover,10004257,,Under Armor,,,,1,0,0
Multi-Patterned Sheer Fitted Dress/Size 2XL,10004255,,Bluebell,,,,0,24.99,0
Multi-stone Necklace,10007954,,,,,,1,0,8.75
MulticolFloralShirt/SizeM,10007421,,unknown,,,,1,0,0
MulticolFlowerDress/Size11,10006788,,unknown,,,,0,100,0
MulticolFlowerearrings,10008347,,unknown,,,,1,0,0
MulticolHalter/SizeM,10004944,,unknown,,,,1,0,0
MulticolStripeCropTop/SizeL,10008601,,unknown,,,,0,10.99,0
Multicolor Bead Earrings,10008433,,,,,,0,19.99,0
Multiples/Grn&Whi&OrangeJacket/SizeM,10006120,,Multiples,,,,1,0,0
Mumu Satin Muted Brown Dress / Size L,10007771,,Show me your Mumu,,,,1,0,0
Muse Valley Sheer Baby Pink Dress / Size L,10006699,,Muse Valley,,,,0,19.99,0
Muse/PinkDress/Size10,10004601,,Muse,,,,1,0,0
MushroomBrwnTankTop/SizeM,10008066,,unknown,,,,1,0,0
Mustard Yellow Lace Bra,10003885,,,,,,1,0,0
My Michelle Multi-Color Skirt M,10007571,,,,,,0,19.99,0
Mysteree white blouse ,10007885,,,,,,-1,22.99,0
Mystree Pants Black & Grey Size L,10005678,,,,,,1,0,0
Mystree/BrwnStripeSweater/SizeS,10006011,,Mystree,,,,0,55.99,0
NASCAR OTW/ Earnheart QrtrZip/ Prpl/ Size S,10005142,,Over the Wall,,,,1,0,0
NBD Sequin Top Size S,10007498,,,,,,0,49.99,0
ND Intimates Pink Nightgown XL,10008393,,,,,,1,0,6.25
NFL Tn Titans Tee/Size M,10003899,,NFL Team Apparel,,,,1,0,0
NKN NekaneSweater_YF,10000100,,NKN Nekane,,,,1,0,0
NLW/FloralSleevlessJumper/SizeM,10005416,,NLW,,,,1,0,0
NR/GrnSet/SizeL,10005424,,Natural Reflections,,,,1,0,0
NVGTN Black LS Top / Size M,10005977,,NVGTN,,,,0,18.99,0
NWOT Franco Sarto Shoes Size 8,10007424,,,,,,1,0,0
NWOT Free People Dress Size M,10007264,,,,,,1,0,0
NWOT Naturalizer Brown Shoes  6.5,10007434,,,,,,1,0,0
NWOT Pink Boots Size 9,10008444,,,,,,0,139.99,0
NWOT Timing Orange Top Real XS,10008767,,,,,,1,0,3
NWT 80 Park LS Black Top L,10007625,,,,,,1,0,5.75
NWT Adelyn Rae Top Beige Size M,10007288,,,,,,1,0,0
NWT Adrianna Papell Gold LS Top XL,10007620,,,,,,1,0,6.25
NWT Alden Adair Yellow Floral S,10008460,,,,,,1,0,32
NWT Allen B. Dress Size L,10007848,,,,,,0,28.99,0
NWT Altar'd State Pink Fringe Top/ Size XS,10007103,,Altarxd State NWT,,,,1,0,0
NWT AmerDarling Pink Leather Shoulder Bag,10006496,,,,,,1,0,231.07
NWT Anthropologie Reformation Top/Size L,10006781,,Reformation,,,,1,0,0
NWT Ardashian Black Skirt Size L,10007615,,,,,,1,0,0
NWT BCBG Brown Dress Size 8,10007250,,,,,,0,45.99,0
NWT Caballero Top Size M,10007823,,,,,,1,0,111.25
NWT Calvin Klein Black Dress Size 8,10007622,,,,,,1,0,6.25
NWT Ciebon Multi-Color Dress Size L,10007258,,,,,,1,0,0
NWT Coach Leather May Tote,10007842,,,,,,1,0,256.68
NWT Cozy Rozy Black Floral Cami/Size M,10007105,,Cozy Rozy,,,,1,0,0
NWT DO + BE floral skirt S,10008416,,,,,,1,0,7
NWT Democracy Pink SS Top XL,10008659,,,,,,1,0,5.5
NWT Desigual Jacket/Size 8/10,10006272,,Desigual NWT,,,,1,0,0
NWT Diane Gilman Bluejeans Size 16,10003449,,Diane Gilman,,,,0,27.99,0
NWT Eliza J Dress Black & White Size 12,10006622,,,,,,1,0,0
NWT Eloquii Black Top / Size 20,10005747,,Eloquii,,,,0,31.46212,0
NWT EnFocus Studio Dress 12,10007616,,,,,,1,0,0
NWT Espresso Gold/Grey Dress L,10007635,,,,,,1,0,0
NWT FarmRio LS Top XS,10008471,,,,,,1,0,40
NWT Flax Black Pants Size M,10008037,,,,,,1,0,6.25
NWT Foxblood Black Dress L,10008746,,,,,,1,0,9.75
NWT Foxblood Black Dress XL,10008744,,,,,,1,0,9.75
NWT Foxblood Shawl OSFM,10008749,,,,,,2,0,12.5
NWT Free People LS Top Black Size XS,10003566,,Free People NWT,,,,1,0,0
NWT Free People Mulberry Pants M,10007574,,,,,,1,0,0
NWT Guess Denim Shorts Jumper/Size S,10007037,,guess,,,,0,58.99,0
NWT H&M Peach Top/Size S,10007104,,H&M,,,,0,17.99,0
NWT Hearts & Hips Black Dress L,10007624,,,,,,1,0,4.75
NWT JCrew Pink & White Dress/Size XS,10007039,,JCrew,,,,1,0,0
NWT Jane Delancey LS Top Brown M,10007617,,,,,,1,0,0
NWT Lady Black Tie Blush Pink Dress / Size 14,10005736,,Lady Black Tie,,,,0,55.99,0
NWT Levi Jean Overalls / Size S,10006664,,Levi Strauss X Co,,,,0,38.99,0
NWT Liliana Beige Sequin Blouse M,10008239,,,,,,1,0,10.9
NWT Liz Claiborne Brown Hat,10007900,,,,,,1,0,10.9
NWT Loft Orange Shorts 8,10008453,,,,,,1,0,15
NWT M McDowell Orange Dress L,10008499,,,,,,1,0,17.25
NWT M Rena Black Dress M,10008035,,,,,,0,25,0
NWT Mable White Jacket Size M,10007252,,,,,,0,45.99,0
NWT Maje Black Top Size S,10007276,,,,,,1,0,0
NWT Marc NY Faux Fur Yellow M,10007628,,,,,,0,34.56897,0
NWT Nanette Lepore Black Dress 0,10007633,,,,,,1,0,0
NWT Nina Leonard Black Dress Size L,10007623,,,,,,1,0,5.75
NWT Once Again Black Design Top L,10007663,,,,,,1,0,16
NWT Onyx LS Top Red Size XL,10003531,,Onyx,,,,1,0,0
NWT Philomenia Petti Cardigan M,10007439,,,,,,1,0,0
NWT Pink Shear Long Cardigan OSFA,10008029,,,,,,1,0,6.75
NWT PrettyLittle Thing Skirt Size 8,10007203,,,,,,0,25.99,0
NWT Red Multicolor Dress / Size M,10004645,,unknown,,,,0,75.99,0
NWT Rip Curl Red Top Size S,10007632,,,,,,0,19.99,0
NWT Rock & Republic Black Top / Size S,10005746,,Rock & Republic,,,,1,0,0
NWT Rolla's Pants Beige Size 32,10003546,,Rollaxs NWT,,,,1,0,24
NWT Ryu Skirt Brown Size S,10007265,,,,,,0,25.99,0
NWT Saks Fifth Ave White Dress M,10007852,,,,,,1,0,0
NWT Simply Blessed Top L,10008427,,,,,,1,0,7.5
NWT Sincerely Ours Multi-Color Tank Top  S,10007249,,,,,,1,0,0
NWT Spy Zone Ex Red Floral S,10008747,,,,,,1,0,4.75
NWT Strut & Bolt Multi-Color Skorts L,10007248,,,,,,1,0,0
NWT Talbot's Pants Red & White Size 18,10003450,,Talbots,,,,1,0,0
NWT Taupe Shawl/Size XL,10004062,,R&M Richards,,,,1,0,27.99
NWT The Bee Peace Tee Shirt/ Size S,10007038,,The Bee,,,,1,0,0
NWT Tiana B Black Dress L,10007626,,,,,,1,0,4
NWT Timing Orange Top Real S,10008766,,,,,,1,0,3
NWT Undiz crochet croptop/s,10008369,,undiz,,,,1,0,5.99
NWT WHBM Sequin Corset Black/Size 12,10007139,,WHBM,,,,1,0,0
NWT WHBM Skirt Black & White Size 0,10003549,,White House Black Market,,,,1,43.99,0
NWT White Zara Halter Top/ Size XS,10007141,,Zara NWT,,,,1,0,0
NWT Wisck Black Sequin Top L,10007656,,,,,,1,0,0
NWT Zara Pants Grey Size L,10003493,,Zara NWT,,,,1,0,0
NWT altard state cow print crop tank/S,10008145,,Altarxd State,,,,0,27.99,0
NWT ann taylor/bls/prp/L,10005388,,Ann Taylor,,,,1,0,0
NWT coach/ 1964 suede fringe/ tan,10004701,,Coach,,,,1,0,0
NWT draper james/bls/prp/L,10005475,,Draper James,,,,1,0,0
NWT draper james/dress/org/4,10005819,,Draper James NWT,,,,0,45.99,0
NWTAureum/Grn&WhDress/SizeL,10005460,,Aureum NWT,,,,1,0,0
NWTChicos/DenimEmbJacket/Size0,10007696,,Chico's,,,,0,79.99,0
NWTChicos/PinkPant/Size0,10007700,,Chicos,,,,1,0,0
NWTMM/Pink&OrangeTop/SizeS,10005456,,Michelle Mcdowell,,,,0,28.99,0
NWTMarieGray/YellowPant/Size8,10007694,,Marie Gray,,,,1,0,0
NWTNylonAp/SparkleSkirt/SizeXL,10008538,,Nylon Apparel NWT,,,,1,0,0
NWTPLT/PinkCorset/Size16,10006164,,PrettyLittleThings NWT,,,,1,0,0
NWTPinkFloralTote,10008540,,unknown,,,,1,0,0
NWTRamyB/Navy Dress/SizeL,10008081,,Ramy Brook NWT,,,,1,0,0
NWTellamoss/MulticolBlouse/SizeXS,10006001,,ella moss,,,,1,0,0
NY & CO. colorful maxi dress/M,10006653,,NY & Co,,,,1,0,0
NY & Co Beige Buttondown Ruffle / Size M,10005532,,New York X Company,,,,1,0,0
NY & Co Blue Gradient SL Top / Size M,10005608,,New York X Company,,,,1,0,0
NY & Co Brown Silver Satin Top / Size L,10005628,,New York X Company,,,,1,0,0
NY & Co Pink White Design Tank / Size S,10005602,,New York X Company,,,,1,0,0
NY & Co Silver Sheer Top / Size L,10007648,,New York X Company,,,,1,0,0
NY&Com BgFloral Skirt/Size 8,10004497,,New York X Company,,,,1,0,0
NYC Blk NSYNC Crop Hoodie/Size M,10003890,,Blank NYC,,,,1,0,0
NYC Blush Blue Lace Top/Size 2,10005213,,NYC Blush,,,,1,0,0
NYDJ Beige Tank / Size S/M,10005589,,NYDJ,,,,1,0,0
NYDJ Jeans,10000419,,not your daughters jeans,,,,1,0,0
NYDJ Pants Brown Size 14,10003447,,NYDJ,,,,1,0,0
NYDJ/swtr/brgndy/L,10004697,,NYDJ,,,,1,0,0
NYXCo/GrnLeafShirt/SizeM,10008563,,New York X Company,,,,1,0,13
NYXCompany/GreenLayerTop/SizeS,10005787,,New York X Company,,,,1,0,0
NYxCompany Purple Coat/Size M,10003836,,New York X Company,,,,1,0,0
Naf Naf Copper Shimmer Skirt/Size 10/12,10004194,,NafNaf,,,,1,0,0
Nakamol Stone Wrap Bracelet,10007343,,Nakamol,,,,0,18.99,0
Nanette Hot Pink Lace Blouse / Size M,10005614,,Nanette Lepore,,,,1,0,0
Nanette L Black Fringe Skirt / Size 8,10008012,,Nanette Lepore,,,,1,0,0
Nanette L Blue Red Striped Skirt / Size 8,10008155,,Nanette Lepore,,,,1,0,6.75
Nanette Lepore Black Top L,10008438,,,,,,1,0,5.75
