sku,closing_inventory,revenue,inventory_cost,size,product_name,brand_name,product_category
10008272,1,0.0,3.75,,Cato Sleeveless Top M,,Top
10008655,1,0.0,3.0,M,Cato Yellow Dress,,Dress
10005169,1,0.0,0.0,XL,Cato Multipattern Top Brwn,Cato,Top
10006934,1,0.0,0.0,14,Cato JeanDetailSkirt,Cato,Skirt
10005401,1,0.0,0.0,18,Cato SilverTop,Cato,Other
10006515,1,0.0,0.0,XL,Cattiva Black Ruffle Off Shoulder Top,Cattiva New York,Top
10008120,1,0.0,0.0,S,CautTTW WhiFlowerTank,Caution to the Wind,Top
10008487,1,0.0,7.6,,CeCe Paisley off shoulder top XL,,Top
10004746,1,0.0,0.0,S,CeCe Pink Sheer Top,Cece,Top
10004578,0,30.99,0.0,XS,Cece Pink Ruffle Blouse,Cece,Top
10008622,1,0.0,4.0,M,Cece Sleeveless Top,,Top
10000008,1,0.0,0.0,,CeceSweater_La,Cece,Sweater/Cardigan
10006257,1,0.0,0.0,L,Celebrity Pink Black Cardigan,Celebrity Pink,Sweater/Cardigan
10005101,0,22.99,0.0,M,Ceres Green Ruffle Tie Around SS Blouse,Ceres,Top
10004514,1,0.0,0.0,,Cezanne Silver Clutch,,Accessories
10002736,1,0.0,0.0,,ChadwicksBlazer_J,Chadwicks,Jacket/Coat
10006266,1,0.0,0.0,M,Chalet Green Coat,Chalet,Jacket/Coat
10005626,1,0.0,0.0,L,Chaps Black & White Jacket,Chaps,Jacket/Coat
10003839,1,0.0,0.0,M,Chaps Bllk&Wht Sweater Vest,Chaps,Sweater/Cardigan
10005515,1,0.0,0.0,L,Chaps Polka Dot Black Dress,Chaps,Dress
10007590,0,22.99,0.0,,Chaps Sleeveless Vest Black L,,Top
10004415,1,0.0,0.0,S,Chaps SheerPurple,Chaps,Other
10004326,1,0.0,0.0,M,Chaps WhMulticolButtnDwn,Chaps,Other
10006504,1,0.0,0.0,10,Chapter One White Pants,Chapter One,Jeans/Pants
10008581,1,0.0,8.0,S,CharR MaroonLaceBdySuit,Charlotte Russe,Other
10004079,1,0.0,0.0,L,Charles River Zipper Jacket,Charles River,Jacket/Coat
10006617,0,125.0,0.0,,Charlie Horse Handcrafted Brazilian Boots 8.5,,Shoes
10003570,1,0.0,0.0,10,Charlotte Blk Pant,Charolette Russe,Jeans/Pants
10007860,1,0.0,0.0,S,Charlotte R Floral One Shoulder Dress,Charlotte Russe,Dress
10005524,1,0.0,0.0,XL,Charlotte Russe Black Floral Strapless Dress,Charlotte Russe,Dress
10003863,0,21.99,0.0,M,Charlotte Russe Green Faux Satin Jogger,Charlotte Russe,Top
10007587,1,0.0,0.0,,Charlotte Russe Grey Hoodie M,,Top
10005555,1,0.0,0.0,XL,Charlotte Russe Pink Sweater,Charlotte Russe,Sweater/Cardigan
10006484,1,0.0,0.0,M,Charlotte Russe Yellow Dress,Charlotte Russe,Dress
10004352,1,0.0,0.0,M,CharlotteR Black Skirt,Charlotte Russe,Skirt
10008560,0,28.99,0.0,S,CharlotteR BlktoolSkirt,Charlotte Russe,Skirt
10005757,0,25.99,0.0,L,CharlotteR GreyBttnDwnShirt,Charlotte Russe,Top
10005178,0,18.99,0.0,S,CharlotteRusse Halter Top Prple&Gry,Charlotte Russe,Top
10006789,1,0.0,0.0,M,CharmianStmWrkBustier,Charmian,Other
10003976,1,0.0,0.0,,Charming Charlie Silver Metallic Purse,Charming Charlie,Accessories
10008521,1,0.0,10.95,,Charter Club Black Ribbed Tank L,,Top
10005315,1,0.0,0.0,2,Chase CowTshirt,Chase New Design,Top
10004273,1,0.0,0.0,L,Chaser Muave ACDC Pullover,Chaser,Sweater/Cardigan
10008000,1,0.0,0.0,2,Chatoyant Black Strechy Pants,Chatoyant,Jeans/Pants
10008034,1,0.0,6.25,,Chatoyant Blue Stretch Pants M,,Jeans/Pants
10008318,1,0.0,0.0,,CheetaScarf,Unknown,Accessories
10003529,1,0.0,0.0,XS,Chelsea & Theodore Sweater Brown,Chelsea X Theodore,Sweater/Cardigan
10008446,0,19.99,0.0,,Chelsea & Violet Red Shorts M,,Shorts
10004184,1,0.0,0.0,6,Chelsea Crew Black Loafers,Chelsea Crew,Top
10005634,0,24.99,0.0,1,Chelsea Red Floral SS Top,Chelsea X Theodore,Top
10008014,1,0.0,6.25,M,Chelsea Violet Green LS,Chelsea Violet,Top
10004369,1,0.0,0.0,S,Chelsea&Theo GreySweater,Chelsea X Theodore,Sweater/Cardigan
10004854,1,0.0,0.0,M,ChelseaV BluePatternedSkirt,Chelsea Violet,Skirt
10006100,1,0.0,0.0,S,ChelseaxT MulticolsheerDress,Chelsea X Theodore,Dress
10008333,1,0.0,0.0,14,ChettaB GreenBttnBeltDress,Chetta B,Dress
10006381,0,15.99,0.0,,Chico's Black Belt,Chico's,Accessories
10005933,1,0.0,0.0,2,Chico's Black Sequin SL Tank,Chico's,Top
10008722,1,0.0,8.5,,Chico's Black Skirt S,,Skirt
10007793,1,0.0,0.0,XL,Chico's Burgundy LS Top,Chico's,Top
10006340,0,18.99,0.0,S,Chico's Dark Blue Top,Chico's,Top
10008516,1,0.0,10.95,,Chico's Pink Tank Top 3,,Top
10004360,1,0.0,0.0,0,Chico's Tan&Gold Blazer,Chico's,Jacket/Coat
10005269,1,0.0,0.0,3,Chico's White Cardigan,Chico's,Sweater/Cardigan
10007770,1,0.0,0.0,6,Chico's White Jeans,Chico's,Jeans/Pants
10005890,0,29.99,0.0,0,Chico's White Silver Knit Sweater,Chico's,Sweater/Cardigan
10003588,1,0.0,0.0,,Chico's AniPrintPant,Chico's,Jeans/Pants
10004262,1,0.0,0.0,4,Chicos Blue Faux Suede Jacket,Chicoxs,Jacket/Coat
10007344,0,15.99,0.0,,Chicos Flower Sprakley Bracelet,Chicos,Accessories
10007321,1,0.0,0.0,2,Chicos Gold Puffer Vest,,Jacket/Coat
10004137,1,0.0,0.0,M,Chicos Grn Jacket,Chicos,Jacket/Coat
10003795,1,0.0,0.0,2,Chicos Jeans,So Slimming by Chicos,Jeans/Pants
10006312,1,0.0,0.0,8,Chicos Orange Cheetah LS,Chico's,Top
10004050,1,0.0,0.0,,Chicos So Slimming Pant,Chicoxs,Jeans/Pants
10007339,0,16.99,0.0,,Chicos Vintage Necklace,Chicos,Accessories
10009802,1,0.0,0.0,4,Chicos White Pants,Chico's,Jeans/Pants
10006824,1,0.0,0.0,0,Chicos White Orng Sweater,Chicos,Sweater/Cardigan
10005446,1,0.0,0.0,2,Chicos Bttn Dwn Blue,Chicos,Other
10005151,1,0.0,0.0,S,Chicos Jeweled Shawl Nvy&Slvr,Chicos,Other
10007388,1,0.0,0.0,XL,Chicos BlackSheerPatternCardigan,Chicos,Sweater/Cardigan
10006010,0,24.99,0.0,3,Chicos BluePatternCard,Chico's,Other
10007691,1,0.0,0.0,44,Chicos EmbroidPants,Chico's,Jeans/Pants
10004299,0,35.99,0.0,L,Chicos JeanJacket,Chicoxs,Jeans/Pants
10006805,1,0.0,0.0,0,Chicos MulticolFloralSweater,Chicos,Sweater/Cardigan
10007385,0,25.99,0.0,,Chicos SilverStringNecklace,Chico's,Accessories
10002693,1,0.0,0.0,,ChicosJacket,Chicoxs,Jacket/Coat
10002146,1,0.0,0.0,,ChicoxsCoat,Chicoxs,Jacket/Coat
10002767,1,0.0,0.0,,ChicoxsJacket,Chicoxs,Jacket/Coat
10007082,0,22.99,0.0,9,Chinese Laundry Brown Mules,Chinese Laundry,Other
10007046,1,0.0,0.0,6.5,Chinese Laundry Pink Heels,Chinese Laundry,Top
10004261,0,22.99,0.0,1,Chinese Laundry Red Pumps,Chinese Laundry,Shoes
10003144,0,85.0,0.0,,Chista Beaded Handbag,Chista,Accessories
10007257,0,28.99,0.0,XL,Chistopher Banks Grey Blazer,,Jacket/Coat
10007207,0,15.99,0.0,L,Chloe & Katie Yellow Skirt,Chloe & Katie,Skirt
10003542,1,0.0,45.0,L,Chloe Pants Black,Chloe,Jeans/Pants
10003438,1,0.0,0.0,,Chloe Suede Brown Marcie,Chloe,Other
10000201,2,0.0,0.0,,ChloePants_St,Chloe,Jeans/Pants
10003063,0,299.0,0.0,,ChloePurse_Ch,Chloe,Accessories
10004463,1,0.0,0.0,S,Chocolate BlkPants,Chocolate USA,Jeans/Pants
10006903,0,32.99,0.0,L,ChrisXBanks BwnBttnDwnVest,Christopher & Banks,Top
10005366,0,26.99,0.0,S,Christian Siriano Floral Black Top Real,Christian Siriano,Top
10007370,1,0.0,0.0,9,ChristianS GoldTassleFlats,Christian Siriano,Top
10008245,0,14.99,0.0,,Christina Black White Sleeveless L,,Top
10005709,0,10.99,0.0,L,Christopher & Banks Beige Tank,Christopher & Banks,Top
10003545,1,0.0,0.0,,Christopher & Banks Jacket Blue & White,Christopher & Banks,Jacket/Coat
10008490,0,27.99,0.0,,Christopher Banks Green Jacket XL,,Jacket/Coat
10008205,1,0.0,6.0,,Christopher Banks Purple Skorts 10,,Other
10007303,0,21.99,0.0,4,Christopher Blue White Pants,Christopher Blue,Jeans/Pants
10002522,1,0.0,0.0,,Christopher X BanksCoat_D,Christopher X Banks,Jacket/Coat
10007367,1,0.0,0.0,S,Christopher&B RedBttnSwtr,Christopher & Banks,Sweater/Cardigan
10007081,1,0.0,0.0,9,Chuhuan Brown Ballet Flats,Chuhuan,Shoes
10005278,0,18.99,0.0,S,Cider Black LS Tie Front,Cider,Top
10008481,0,17.99,0.0,S,Cider SS Top,,Top
10004782,0,24.99,0.0,M,Cinema Pink Lace Tulle Lingerie,Cinema Etoile,Other
10008539,1,0.0,0.0,8,Circle G Beige Emb Cowgirl Boots,Circle G,Shoes
10004410,1,0.0,0.0,,CircleBuckleBrwnBelt,Unknown,Accessories
10003205,1,0.0,0.0,,Circuit G Pink Boots,Circle G,Shoes
10007548,0,12.0,0.0,,Cisos Design Brown Sleeveless 8,,Top
10001792,1,0.0,0.0,,Citizens of Humanity,Citizens of Humanity,Other
10005674,0,29.99,0.0,30,Citizens of Humanity Bluejeans,Citizens of Humanity,Jeans/Pants
10005233,1,0.0,0.0,L,City Triangles Blue Dress,City Triangles,Dress
10006109,1,0.0,0.0,L,CityTriangles FloralDress,City Triangles,Dress
10008558,1,0.0,8.0,11,Claire BrwnStripeBlouse,Claire,Top
10003457,1,0.0,0.0,XL,Clara J. Long Sleeve Top Black & Green,Clara J,Top
10003357,1,0.0,9.99,,Clarks Beige Shoes,Clarks,Shoes
10003309,0,32.99,0.0,9,Clarks Brown Leather Boots,Clarks,Shoes
10008654,1,0.0,3.75,,Classic Peach Dress XL,,Dress
10007867,1,0.0,0.0,6,Classiques Black Pattern SL Dress,Classiques,Dress
10003639,1,0.0,0.0,S,Classiques Blk&TanCardigan,Classiques,Sweater/Cardigan
10007495,1,0.0,0.0,8,Claude Brown Brown Capri's,,Other
10004620,0,45.99,0.0,XL,Claudia Strater Green & Gold Dress,Claudia Strater,Dress
10004387,1,0.0,0.0,36,ClaudiePierlot SpottedBrwnPant,Claudie Pierlot,Jeans/Pants
10004516,0,13.5,0.0,,Clear Studded Bag,,Accessories
10007496,1,0.0,0.0,S,Closed Brown Cargo Pants,,Jeans/Pants
10000908,1,0.0,0.0,,Cloth X StoneLS Top_On,Cloth X Stone,Top
10006008,0,35.99,0.0,XS,ClothXStone GrnJumpsuit,Cloth X Stone,Romper/Jumpsuit
10006927,0,22.99,0.0,M,ClothXStone WhiteSlvlessBttnDwn,Cloth X Stone,Top
10008233,1,0.0,6.5,,Club Monaco LS Top Pink XS,,Top
10006026,1,0.0,0.0,M,ClubM PeachLongsleeve,Club Monaco,Other
10007417,0,12.99,0.0,9,CoPremium JeanStitchShorts,1 co Premium,Shorts
10003436,0,225.0,0.0,,Coach Apple Green Suede Hobo Bag,Coach,Accessories
10005052,0,45.99,0.0,,Coach Audrey Tote Seafoam Green,Coach,Accessories
10005607,0,225.0,0.0,,Coach Black Leather Purse,Coach,Accessories
10004112,1,0.0,0.0,9,Coach Blk Jackson Heel,Coach,Shoes
10004553,0,65.0,0.0,,Coach Dark Brown Purse Tan Strap,Coach,Accessories
10004529,1,0.0,0.0,,Coach Dark Tan Leather Purse Duo Pocket,Coach,Accessories
10003148,0,225.0,0.0,,Coach Erin Leather Shoulder Bag,Coach,Accessories
10003433,1,0.0,0.0,,Coach Flower Shopper Bag,Coach,Accessories
10005738,0,275.0,0.0,,Coach Fringe Brown Purse AS IS,Coach,Accessories
10008780,1,0.0,0.0,,Coach Fuchsia Mauve Purse,Coach,Accessories
10004522,0,221.08696,0.0,,Coach Green Purse Leather Handle,Coach,Accessories
10003429,1,0.0,0.0,,Coach Hampton Satchel Barbie Pink,Coach,Other
10005580,1,0.0,0.0,,Coach Hamptons Straw Floral Bag,Coach,Accessories
10008737,1,0.0,110.0,,Coach Lavender Turnlock Bag,,Accessories
10004520,1,0.0,0.0,,Coach Leatherware Bag,Coach,Accessories
10007095,1,0.0,0.0,,Coach Legacy Bag Tan,Coach,Accessories
10008738,1,0.0,120.0,,Coach Legacy Tan Leather Hobo Bag,,Accessories
10006598,1,0.0,0.0,,Coach Luna Pink Bag,Coach,Accessories
10003435,1,0.0,0.0,,Coach Madison Bronze Pebbled Satchel Shoulder Bag,Coach,Accessories
10003439,0,65.0,0.0,,Coach Madison Phoebe Gold Studded Bag,Coach,Accessories
10005903,0,195.0,0.0,,Coach Mini Bennett Satchel w Studs,Coach,Other
10007597,1,0.0,0.0,,Coach Pink EUC Wallet Clutch,,Accessories
10007843,0,199.99,0.0,,Coach Pink Hampton Leather Bag,,Accessories
10007499,1,0.0,170.0,,Coach Pink Leather Shoulder Purse,,Accessories
10008270,0,195.0,0.0,,Coach Pink Madison Hobo,,Other
10008777,1,0.0,37.5,,Coach Pink Sequin Bag,Coach,Accessories
10008474,1,0.0,90.0,,Coach Purple Leather Soho NS Tote,,Accessories
10007672,0,287.17465,0.0,,Coach Small Pink Purse Gold Hardware Zipper,Coach,Accessories
10008779,1,0.0,0.0,,Coach Tan Brown Leather Purse,Coach,Accessories
10008534,1,0.0,250.0,,Coach Vintage Soho Pink Stud Bag,,Accessories
10008778,1,0.0,43.75,,Coach Yellow Tan Handbag,Coach,Accessories
10004519,0,59.99,0.0,,Coach Yllw Houndstooth Handbag,Coach,Accessories
10007763,0,270.41651,0.0,,Coach JadeGreyPurse,Coach,Accessories
10006436,1,0.0,0.0,,Coach PinkFlowerBag,Coach,Accessories
10003648,0,24.99,0.0,,Coach PinkPurse,Coach,Accessories
10004488,0,245.0,0.0,,Coach PinkStitchedSoho,Coach,Other
10005407,0,28.99,0.0,7,Coach Tan&BlkFlat,Coach,Shoes
10008580,1,0.0,3.99,,Coach lightPinkPurse,Coach,Accessories
10003650,1,250.0,0.0,,CoachMiniEdiewStudsBlack,Coach,Other
10003040,1,0.0,0.0,,CoachPurse_Co,Coach,Accessories
10003129,0,125.0,0.0,,CoachPurse_Cx,Coach,Accessories
10003131,0,85.0,0.0,,CoachPurse_Cy,Coach,Accessories
10005612,0,32.99,0.0,10,Coast Rainbow Tank,Coast,Top
10005544,1,0.0,0.0,12,Coast Strapless White Gold Satin Dress,Coast,Dress
10001105,1,0.0,0.0,,Coca Cola Red Tee,Coca Cola,Top
10003689,0,18.99,0.0,M,Coca Cola White Tee,Coca Cola,Top
10001107,0,21.09588,0.0,,Coca ColaTee Shirt_Le,Coca Cola,Top
10002327,0,14.99,0.0,,Coca ColaTee Shirt_Pr,Coca Cola,Top
10003182,1,0.0,0.0,,Coco Bianco Top,Coco Bianco,Top
10008199,1,0.0,6.0,1,Cocomo Orange Pink SL Top,Cocomo,Top
10004812,1,0.0,0.0,M,Cocomo Teal Brown SL Shirt,Cocomo,Top
10008472,1,0.0,8.0,,CodexMode Paisley Dress M,,Dress
10008280,1,0.0,5.5,,Coin 1804 Brown Sleeveless Coverall,,Top
10004954,0,24.99,0.0,L,Coin Brown Patchwork Shiny SL Top,Coin,Top
10005931,0,28.99,0.0,S,Coincidence & C Black Sweater Pink Flw,Coincidence & Change,Sweater/Cardigan
10004416,1,0.0,0.0,L,ColdShoulder Blk,Banana Republic,Other
10003635,1,0.0,0.0,18,ColdWCr BrwnPant,Coldwater Creek,Jeans/Pants
10004937,1,0.0,0.0,L,ColdWCreek MulticolCardigan,Coldwater Creek,Sweater/Cardigan
10007699,1,0.0,0.0,XL,ColdwCreek PurpLaceTank,Coldwater Creek,Top
10007684,1,0.0,0.0,L,Coldwater C Beige Tank,Coldwater Creek,Top
10007683,1,0.0,0.0,L,Coldwater C Black Tank w Lace Trim,Coldwater Creek,Top
10004776,0,25.99,0.0,XL,Coldwater Creek Black Floral Velvet Skirt,Coldwater Creek,Skirt
10006483,1,0.0,0.0,L,Coldwater Creek Coral Blazer,Coldwater Creek,Jacket/Coat
10003412,1,0.0,0.0,6,Coldwater Creek Jacket Copper,Coldwater Creek,Jacket/Coat
10006466,1,0.0,0.0,XL,Coldwater Creek Orange & White Blouse,Coldwater Creek,Top
10003513,0,25.99,0.0,6,Coldwater Creek Pants Orange,Coldwater Creek,Jeans/Pants
10007677,0,22.99,0.0,,Coldwater Creek Purple Cardigan 10,,Sweater/Cardigan
10005758,1,0.0,0.0,XL,ColdwaterC BlkPant,Coldwater Creek,Jeans/Pants
10006142,1,0.0,0.0,XL,ColdwaterC PinkTankTop,Coldwater Creek,Top
10004105,0,28.99,0.0,8.5,Cole&Han Taupe Loafer,Cole Haan,Shoes
10004110,1,0.0,0.0,8,ColeHaan Tan AnkleBoot,Cole Haan,Shoes
10004912,1,0.0,0.0,7.5,ColeHaan BlackFlat,Cole Haan,Shoes
10007122,0,39.99,0.0,S,Colebrook Blk Leather Coat,Colebrook,Jacket/Coat
10004474,0,24.99,0.0,S,ColesceC Blk&Wh,Colesce Couture,Other
10008219,1,0.0,8.99,,Collection Royale Boho Shoulder Bag,,Accessories
10005132,1,0.0,0.0,S,Collective Concepts Sheer LS White Flw,Collective Concepts,Top
10004808,0,32.99,0.0,XXXL,Colleen L Brown Long Pleather Coat,Colleen Lopez,Jacket/Coat
10005598,1,0.0,0.0,S,Colleen L Burgundy Fuzzy Tank,Colleen Lopez,Top
10007644,1,0.0,0.0,XS,Colleen Lopez Black Knit Poncho,Colleen Lopez,Sweater/Cardigan
10008281,1,0.0,6.25,,Colour Works Bronze LS Blouse XL,,Top
10006716,1,0.0,0.0,XL,Colsie White Cherry Tank,Colsie,Top
10006550,1,0.0,0.0,L,Columbia Beige SL Collared,Columbia,Other
10004266,1,0.0,0.0,L,Columbia Black Jacket,Columbia,Jacket/Coat
10004138,1,0.0,0.0,S,Columbia Grn&Bwn Fleece,Columbia,Other
10003852,1,0.0,0.0,L,Columbia Pale Pink Hoodie,Columbia,Other
10004171,1,0.0,0.0,M,Columbia Pink Jacket,Columbia,Jacket/Coat
10004143,1,0.0,0.0,L,Columbia Pnk&Prp Fleece,Columbia,Other
10004599,1,0.0,0.0,L,Columbia Red Pattern Dress,Columbia,Dress
10007401,1,0.0,0.0,14,Columbia GrnCapri,Columbia,Other
10002201,1,0.0,0.0,,ColumbiaVest,Columbia,Top
10004115,0,15.99,0.0,M,Comfort Blue Acid Wash Tee,Comfort Colors,Top
10007545,0,23.0,0.0,8,Comfort Orange Heels,,Top
10007042,0,29.99,0.0,7,Comfortiva Pink Sandals,Comfortiva,Top
10003751,1,0.0,0.0,M,Commando Black Faux Leather Leggings,Commando,Jeans/Pants
10000076,1,0.0,0.0,,CommenceSweater_BK,Commence,Sweater/Cardigan
10005320,0,15.99,0.0,S,Commense GreenWrapTop,Commense NWT,Other
10007135,0,25.99,0.0,M,Comsic Aura Black Lace Kimono,Cosmic Aura,Other
10006298,1,0.0,0.0,10,Connected Apparel Purple Dress,Connected Apparel,Dress
10002934,1,0.0,0.0,,Connected ApparelDress_Ry,Connected Apparel,Dress
10008669,1,0.0,5.25,,Converse AS Black Zip-Up Jacket,,Jacket/Coat
10007054,1,0.0,0.0,7,Converse Pink Chuck Taylor,Converse,Other
10007317,1,0.0,0.0,,Cool It Cowboy Hat,Unknown,Accessories
10004217,1,0.0,0.0,,Copper Multi-Layer Necklace,Unknown,Accessories
10008344,1,0.0,0.0,S,CopperLey WhiteDress,Copper Key,Dress
10006513,0,37.99,0.0,10,Corduroy Red & Beige Skirt,Unknown,Skirt
10008297,0,79.99,0.0,8,CorralBoots MarronStudBoots,Corral Boots,Shoes
10004421,1,0.0,0.0,S,CorsetDress Blk,Urban Outfitters,Dress
10000617,1,0.0,0.0,,CortefielLS Top_Ma,Cortefiel,Top
10007873,1,0.0,0.0,M,Cos Offwhite Sheer Dress,Cos,Dress
10005326,0,22.99,0.0,M,Cosmo PinkMeshTop,Cosmo,Other
10004605,1,35.99,0.0,10,CoteFemme Grey&PinkDress,Cote Femme,Dress
10004206,1,0.0,0.0,S,Cotton Candy Black Faux Fur Coat,Cotton Candy LA,Jacket/Coat
10007173,1,0.0,0.0,S,Cotton Candy LA Black Dress,Cotton Candy LA,Dress
10003013,0,19.99,0.0,,Cotton EmporiumCardigan_Lu,Cotton Emporium,Sweater/Cardigan
10006787,1,0.0,0.0,S,CottonEmp PinkCardigan,Cotton Emporium,Sweater/Cardigan
10002885,1,0.0,0.0,,Courtenay VintageJacket,Courtenay Vintage,Jacket/Coat
10006124,1,0.0,0.0,L,CourtenayS GrnBttnDwnVest,Courtenay Stretch,Top
10008279,1,0.0,5.0,,Coverall Black Grey OSFM,,Other
10004462,1,0.0,0.0,22,Covington TanfloralBlazer,Covington,Jacket/Coat
10003702,1,0.0,0.0,S,Cream Bubble Dress,Cooper X Eila,Dress
10004440,1,0.0,0.0,16,Cream Camo Pant,Democracy,Jeans/Pants
10004055,0,19.99,0.0,,Cream Lace Scarf OS,Unknown,Accessories
10003917,1,0.0,0.0,L,Cream Lace Top,Unknown,Top
10004409,0,9.99,0.0,XL,CreamBondedLeatherBelt,Unknown,Accessories
10008314,0,24.99,0.0,,CreamCircleHatSet,Unknown,Set
10007397,0,22.99,0.0,XS,CreamRuffleHalterTop,Unknown,Top
10008403,1,0.0,5.0,,Creative Apparel UT Tie-Dyed T L,,Other
10005230,0,32.99,0.0,S,Crisis Floral Button Down,Crisis,Other
10002639,0,75.98,0.0,,CristinaJacket_J,Cristina,Jacket/Coat
10003705,0,8.991,0.0,S,Crm & Bronze Belt,Unknown,Accessories
10003967,1,0.0,0.0,L,Crm&Gld Hard Knit Dress,Joeoy,Dress
10004722,1,0.0,0.0,XL,Croft & Barrow Pink Plaid LS,Croft X Barrow,Top
10008512,1,0.0,12.2,,Croft & Barrow Pink SS Top M,,Top
10006419,1,0.0,0.0,6,CroftxBarrow Blk&RedSkirt,Croft X Barrow,Skirt
10004220,0,12.99,0.0,,Cross Necklace,,Top
10007966,1,0.0,4.25,,Crown & Ivy Pink SS Top M,,Top
10006521,1,0.0,0.0,L,Crown & Ivy Red Plaid LS Top,Crown X Ivy,Top
10004489,1,0.0,0.0,XS,Crown&Ivy OrangePuffVest,Crown X Ivy,Top
10005761,1,0.0,0.0,S,CrystalSky BlkJumpSuit,Crystal Sky,Romper/Jumpsuit
10005319,0,12.99,0.0,S,CttnCandyLA AniPrintTop,Cotton Candy LA,Other
10000379,1,0.0,0.0,,Culture Vintage NWTSkirt_Ma,Culture Vintage NWT,Skirt
10006140,1,0.0,0.0,2,CultureVint WhiZipSkirt,Culture Vintage NWT,Skirt
10000061,1,0.0,0.0,,CupcakeSweater_W5,Cupcake,Sweater/Cardigan
10002702,0,29.99,0.0,,Cupcakes and CashmereJacket_GA,Cupcakes and Cashmere,Jacket/Coat
10005065,1,0.0,0.0,M,Cupio Texture Tunic Pink,Cupio,Other
10007206,1,0.0,0.0,XL,Cupshe Orange Skirt,Cupshe,Skirt
10006159,1,0.0,0.0,S,Cupshe PinkSKirt,Cupshe,Skirt
10004263,1,0.0,0.0,L,Current Air Cord Jacket Blue,Current Air,Jacket/Coat
10004346,1,0.0,0.0,S,Cutter&Buck Crl Collar Tank,Cutter X Buck,Top
10003901,1,0.0,0.0,XS,CutterXBuck Grn Jacket,Cutter X Buck,Jacket/Coat
10007362,1,0.0,0.0,S,Cynthia R SL Peach Dress,Cynthia Rowley,Dress
10007163,1,0.0,0.0,2,Cynthia Steffe Skirt Red,,Skirt
10003638,1,0.0,0.0,8,CynthiaR BluePatternPant,Cynthia Rowley,Jeans/Pants
10004750,1,0.0,0.0,M,Cyrus Beige Cardigan,Cyrus,Sweater/Cardigan
10003763,1,0.0,0.0,XL,Cyrus Dark Blue Knit Sweater,Cyrus,Sweater/Cardigan
10006154,1,0.0,0.0,M,Cyrus BrntOraneCover,Cyrus,Other
10004786,0,15.99,0.0,,D & Y Multicolor Hat,D & Y,Accessories
10005121,1,0.0,0.0,M,D Couture Blue Sheer Puff Sleeve,D Couture,Other
10003786,1,0.0,0.0,8,D Jeans Brown Pants,D Jeans,Jeans/Pants
10004676,1,0.0,0.0,S,D X Co cami animal prnt,D X Co,Top
10005165,0,55.99,0.0,2,D&G Floral Jacket,Dolce X Gabbana,Jacket/Coat
10007606,0,24.00329,0.0,,D&Y Black Corduroy Hat,,Accessories
10005861,0,14.99,0.0,,D&Y hat plad,D&Y,Accessories
10004047,1,0.0,0.0,22,D.Jeans Bl&Wht Printed Pant,D.Jeans,Jeans/Pants
10003488,1,0.0,0.0,S,DB Jacket Black,Db,Jacket/Coat
10006012,1,0.0,0.0,L,DCCJunior WhimulticolBttnDwn,DCC Junior,Other
10008734,1,0.0,6.5,,DFA NYC White Purp Skorts 8,,Other
10007244,1,0.0,0.0,6,DG2 Diane Gilman Grey Pants,,Jeans/Pants
10007693,1,0.0,0.0,16,DG2 GreenGemPant,Dg2,Jeans/Pants
10005240,1,0.0,0.0,8,DJ Jaz Black Dress,DJ Jaz,Dress
10007516,0,19.99,0.0,,DKNY jacket,,Jacket/Coat
10005162,0,22.99,0.0,XL,DKNY Embellished Floral Top Blk,Dkny,Top
10005790,1,0.0,0.0,L,DKNY PinkTankTop,Dkny,Top
10006742,1,0.0,0.0,,DPC Army Green Hat with Flower,Doreman Pacific Co.,Accessories
10007929,0,19.99,0.0,S,DR 2 Pink Patterned SS Top,Dr 2,Top
10005103,0,18.99,0.0,8,Daisy Fuentes Brown Buckle Capri,Daisy Fuentes,Other
10006912,1,0.0,0.0,,DakotaDan PinkCamoHat,Dakota Dan,Accessories
10004201,1,0.0,0.0,8,Dalia Collection Plum Coat,Dalia,Jacket/Coat
10001777,1,0.0,0.0,,DaliaPants_Gr,Dalia,Jeans/Pants
10008001,0,24.99,0.0,M,Dana B Black Silk Skirt,Dana Buchman,Skirt
10003775,1,0.0,0.0,M,Dana B Black Sleeveless,Dana Buchman,Top
10004063,1,0.0,0.0,S,Dana Buchman Blk TrnchCoat,Dana Buchman,Jacket/Coat
10003765,1,0.0,0.0,S,Dana Buchman Red and Black Sleeveless,Dana Buchman,Top
10006023,1,0.0,0.0,M,DanaB BlkLeafsheertop,Dana Buchman,Other
10004363,1,0.0,0.0,S,DanaB Grn&BlkBlouse,Dana Buchman,Top
10006938,1,0.0,0.0,L,DanaBuchman MulticolTop,Dana Buchman,Other
10004286,0,27.99,0.0,M,DanaBuchman Pink Shawl,Dana Buckman,Other
10005659,1,0.0,0.0,L,Daniel Rainn Blush Pink Top,Danielrainn,Top
10005006,1,0.0,0.0,S,DanielRainn Orange SL White FL,Danielrainn,Other
10004347,1,0.0,0.0,L,Danskin Prp Athleisure,Danskin,Other
10004669,1,0.0,0.0,L,Danskin Pinkzipup,Danskin,Other
10004398,1,0.0,0.0,41,Dansko BlackClog,Dansko,Other
10006589,0,15.99,0.0,XS,Dark Blue Buttondown Seethrough,Unknown,Other
10007931,1,0.0,0.0,7,Dark Blue Suede Slip In Boots,Unknown,Shoes
